iso_code,date,total_cases,new_cases,total_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths,,,
USA,12/15/2020,16886630,221456,308199,50723.537,665.203,925.759,9.27,3086,,,
USA,12/16/2020,17127062,240432,311877,51445.739,722.202,936.806,11.048,3678,,,
USA,12/17/2020,17364595,237533,315379,52159.233,713.494,947.326,10.519,3502,,,
USA,12/18/2020,17613077,248482,318345,52905.616,746.383,956.235,8.909,2966,,,
USA,12/19/2020,17814222,201145,321024,53509.809,604.193,964.282,8.047,2679,,,
USA,12/20/2020,17999527,185305,322756,54066.422,556.613,969.484,5.203,1732,,,
USA,12/21/2020,18190799,191272,324656,54640.959,574.537,975.192,5.707,1900,,,
USA,12/22/2020,18392024,201225,328055,55245.393,604.433,985.401,10.21,3399,,,
USA,12/23/2020,18617449,225425,331478,55922.517,677.125,995.683,10.282,3423,,,
USA,12/24/2020,18822709,205260,334374,56539.071,616.554,1004.382,8.699,2896,,,
USA,12/25/2020,18930694,107985,335832,56863.433,324.362,1008.762,4.379,1458,,,
USA,12/26/2020,19149187,218493,337723,57519.735,656.303,1014.442,5.68,1891,,,
USA,12/27/2020,19303663,154476,339160,57983.746,464.01,1018.758,4.316,1437,,,
USA,12/28/2020,19471624,167961,341162,58488.262,504.516,1024.772,6.014,2002,,,
USA,12/29/2020,19672858,201234,344781,59092.722,604.46,1035.643,10.871,3619,,,
USA,12/30/2020,19894606,221748,348573,59758.802,666.08,1047.033,11.39,3792,,,
USA,12/31/2020,20153407,258801,352001,60536.18,777.378,1057.33,10.297,3428,,,
USA,1/1/2021,20318085,164678,354137,61030.835,494.655,1063.746,6.416,2136,,,
USA,1/2/2021,20614548,296463,356694,61921.342,890.506,1071.426,7.681,2557,,,
USA,1/3/2021,20817609,203061,358152,62531.29,609.948,1075.806,4.379,1458,,,
USA,1/4/2021,21000263,182654,360246,63079.94,548.65,1082.096,6.29,2094,,,
USA,1/5/2021,21231487,231224,363936,63774.484,694.543,1093.18,11.084,3690,,,
USA,1/6/2021,21487814,256327,367829,64544.431,769.947,1104.873,11.694,3893,,,
USA,1/7/2021,21776472,288658,371833,65411.493,867.062,1116.9,12.027,4004,,,
USA,1/8/2021,22079480,303008,375932,66321.659,910.166,1129.213,12.312,4099,,,
USA,1/9/2021,22338581,259101,379238,67099.939,778.28,1139.143,9.93,3306,,,
USA,1/10/2021,22551280,212699,381257,67738.837,638.899,1145.208,6.065,2019,,,
USA,1/11/2021,22763308,212028,383356,68375.72,636.883,1151.513,6.305,2099,,,
USA,1/12/2021,22981721,218413,387816,69031.783,656.062,1164.91,13.397,4460,,,
USA,1/13/2021,23211213,229492,391810,69721.124,689.341,1176.907,11.997,3994,,,
USA,1/14/2021,23449840,238627,395777,70437.904,716.78,1188.823,11.916,3967,,,
USA,1/15/2021,23696118,246278,399689,71177.666,739.762,1200.573,11.751,3912,,,
USA,1/16/2021,23904210,208092,403108,71802.726,625.06,1210.843,10.27,3419,,,
USA,1/17/2021,24080564,176354,405009,72332.453,529.727,1216.554,5.71,1901,,,
USA,1/18/2021,24221315,140751,406569,72755.237,422.783,1221.239,4.686,1560,,,
USA,1/19/2021,24386731,165416,409276,73252.108,496.871,1229.371,8.131,2707,,,
USA,1/20/2021,24572027,185296,413689,73808.695,556.586,1242.626,13.256,4413,,,
USA,1/21/2021,24764028,192001,417875,74385.421,576.727,1255.2,12.574,4186,,,
USA,1/22/2021,24953381,189353,421698,74954.194,568.773,1266.683,11.483,3823,,,
USA,1/23/2021,25127612,174231,425073,75477.544,523.35,1276.821,10.138,3375,,,
USA,1/24/2021,25265206,137594,426938,75890.844,413.301,1282.423,5.602,1865,,,
USA,1/25/2021,25408108,142902,428912,76320.089,429.245,1288.353,5.929,1974,,,
USA,1/26/2021,25552460,144352,432935,76753.689,433.6,1300.437,12.084,4023,,,
USA,1/27/2021,25707757,155297,436881,77220.165,466.476,1312.29,11.853,3946,,,
USA,1/28/2021,25874333,166576,440894,77720.521,500.356,1324.344,12.054,4013,,,
USA,1/29/2021,26041097,166764,444538,78221.442,500.921,1335.289,10.946,3644,,,
USA,1/30/2021,26185812,144715,447335,78656.132,434.69,1343.691,8.402,2797,,,
USA,1/31/2021,26300968,115156,449198,79002.034,345.902,1349.287,5.596,1863,,,
USA,2/1/2021,26430576,129608,451279,79391.347,389.313,1355.538,6.251,2081,,,
USA,2/2/2021,26544805,114229,454699,79734.464,343.118,1365.811,10.273,3420,,,
USA,2/3/2021,26667875,123070,458581,80104.138,369.674,1377.471,11.661,3882,,,
USA,2/4/2021,26791814,123939,462328,80476.422,372.284,1388.727,11.255,3747,,,
USA,2/5/2021,26923109,131295,465993,80870.802,394.38,1399.735,11.009,3665,,,
USA,2/6/2021,27033851,110742,468679,81203.445,332.643,1407.803,8.068,2686,,,
USA,2/7/2021,27125342,91491,470120,81478.263,274.818,1412.132,4.328,1441,,,
USA,2/8/2021,27211264,85922,471735,81736.353,258.09,1416.983,4.851,1615,,,
USA,2/9/2021,27305453,94189,474784,82019.275,282.922,1426.141,9.158,3049,,,
USA,2/10/2021,27401321,95868,478089,82307.24,287.965,1436.069,9.927,3305,,,
USA,2/11/2021,27507454,106133,481303,82626.039,318.799,1445.723,9.654,3214,,,
USA,2/12/2021,27607264,99810,484233,82925.846,299.806,1454.524,8.801,2930,,,
USA,2/13/2021,27695855,88591,486431,83191.952,266.107,1461.126,6.602,2198,,,
USA,2/14/2021,27762171,66316,487603,83391.15,199.198,1464.647,3.52,1172,,,
USA,2/15/2021,27816631,54460,488566,83554.736,163.585,1467.539,2.893,963,,,
USA,2/16/2021,27875792,59161,490312,83732.442,177.706,1472.784,5.245,1746,,,
USA,2/17/2021,27945834,70042,492708,83942.832,210.39,1479.981,7.197,2396,,,
USA,2/18/2021,28017130,71296,495222,84156.988,214.157,1487.533,7.551,2514,,,
USA,2/19/2021,28095265,78135,497847,84391.688,234.699,1495.417,7.885,2625,,,
USA,2/20/2021,28168390,73125,499685,84611.338,219.651,1500.938,5.521,1838,,,
USA,2/21/2021,28226147,57757,500924,84784.827,173.489,1504.66,3.722,1239,,,
USA,2/22/2021,28281294,55147,502238,84950.476,165.649,1508.607,3.947,1314,,,
USA,2/23/2021,28353211,71917,504513,85166.498,216.022,1515.441,6.834,2275,,,
USA,2/24/2021,28428219,75008,507696,85391.805,225.307,1525.002,9.561,3183,,,
USA,2/25/2021,28506209,77990,510129,85626.069,234.264,1532.31,7.308,2433,,,
USA,2/26/2021,28583890,77681,512208,85859.404,233.336,1538.555,6.245,2079,,,
USA,2/27/2021,28649627,65737,513730,86056.863,197.459,1543.126,4.572,1522,,,
USA,2/28/2021,28701621,51994,514823,86213.041,156.178,1546.409,3.283,1093,,,
USA,3/1/2021,28757042,55421,516338,86379.513,166.472,1550.96,4.551,1515,,,
USA,3/2/2021,28814006,56964,518279,86550.62,171.107,1556.79,5.83,1941,,,
USA,3/3/2021,28881157,67151,520760,86752.326,201.706,1564.243,7.452,2481,,,
USA,3/4/2021,28949409,68252,522682,86957.339,205.013,1570.016,5.773,1922,,,
USA,3/5/2021,29016334,66925,524485,87158.366,201.027,1575.432,5.416,1803,,,
USA,3/6/2021,29075178,58844,525995,87335.12,176.754,1579.968,4.536,1510,,,
USA,3/7/2021,29117203,42025,526698,87461.354,126.233,1582.079,2.112,703,,,
USA,3/8/2021,29161857,44654,527434,87595.484,134.13,1584.29,2.211,736,,,
USA,3/9/2021,29217819,55962,529239,87763.581,168.097,1589.712,5.422,1805,,,
USA,3/10/2021,29275991,58172,530809,87938.316,174.735,1594.428,4.716,1570,,,
USA,3/11/2021,29338766,62775,532367,88126.878,188.562,1599.108,4.68,1558,,,
USA,3/12/2021,29400372,61606,533912,88311.928,185.05,1603.748,4.641,1545,,,
USA,3/13/2021,29453931,53559,534944,88472.807,160.879,1606.848,3.1,1032,,,
USA,3/14/2021,29492629,38698,535529,88589.047,116.24,1608.605,1.757,585,,,
USA,3/15/2021,29547870,55241,536277,88754.978,165.931,1610.852,2.247,748,,,
USA,3/16/2021,29602187,54317,537457,88918.134,163.156,1614.397,3.544,1180,,,
USA,3/17/2021,29661581,59394,538684,89096.539,178.406,1618.082,3.686,1227,,,
USA,3/18/2021,29721933,60352,540330,89277.823,181.283,1623.027,4.944,1646,,,
USA,3/19/2021,29783930,61997,541457,89464.048,186.225,1626.412,3.385,1127,,,
USA,3/20/2021,29840560,56630,542197,89634.151,170.103,1628.635,2.223,740,,,
USA,3/21/2021,29875168,34608,542685,89738.105,103.954,1630.1,1.466,488,,,
USA,3/22/2021,29925277,50109,543406,89888.621,150.516,1632.266,2.166,721,,,
USA,3/23/2021,29978671,53394,544281,90049.005,160.383,1634.894,2.628,875,,,
USA,3/24/2021,30065443,86772,545791,90309.648,260.643,1639.43,4.536,1510,,,
USA,3/25/2021,30133300,67857,547191,90513.474,203.827,1643.635,4.205,1400,,,
USA,3/26/2021,30210764,77464,548342,90746.158,232.684,1647.093,3.457,1151,,,
USA,3/27/2021,30274592,63828,549138,90937.883,191.725,1649.484,2.391,796,,,
USA,3/28/2021,30318223,43631,549663,91068.94,131.057,1651.061,1.577,525,,,
USA,3/29/2021,30386552,68329,550367,91274.185,205.245,1653.175,2.115,704,,,
USA,3/30/2021,30447766,61214,551250,91458.058,183.873,1655.828,2.652,883,,,
USA,3/31/2021,30514599,66833,552328,91658.808,200.751,1659.066,3.238,1078,,,
USA,4/1/2021,30593758,79159,553405,91896.584,237.775,1662.301,3.235,1077,,,
USA,4/2/2021,30664664,70906,554360,92109.569,212.985,1665.169,2.869,955,,,
USA,4/3/2021,30728418,63754,555111,92301.071,191.502,1667.425,2.256,751,,,
USA,4/4/2021,30764589,36171,555408,92409.721,108.649,1668.317,0.892,297,,,
USA,4/5/2021,30839424,74835,555913,92634.508,224.787,1669.834,1.517,505,,,
USA,4/6/2021,30900319,60895,556773,92817.422,182.915,1672.418,2.583,860,,,
USA,4/7/2021,30975322,75003,559367,93042.714,225.292,1680.209,7.792,2594,,,
USA,4/8/2021,31055433,80111,560395,93283.349,240.635,1683.297,3.088,1028,,,
USA,4/9/2021,31139621,84188,561286,93536.23,252.881,1685.974,2.676,891,,,
USA,4/10/2021,31208269,68648,561998,93742.433,206.203,1688.112,2.139,712,,,
USA,4/11/2021,31254338,46069,562303,93880.814,138.381,1689.028,0.916,305,,,
USA,4/12/2021,31322579,68241,562777,94085.794,204.98,1690.452,1.424,474,,,
USA,4/13/2021,31400634,78055,563608,94320.253,234.459,1692.948,2.496,831,,,
USA,4/14/2021,31476253,75619,564564,94547.395,227.142,1695.82,2.872,956,,,
USA,4/15/2021,31550222,73969,565470,94769.581,222.186,1698.541,2.721,906,,,
USA,4/16/2021,31630453,80231,566349,95010.576,240.995,1701.182,2.64,879,,,
USA,4/17/2021,31683798,53345,567050,95170.812,160.236,1703.287,2.106,701,,,
USA,4/18/2021,31726371,42573,567389,95298.692,127.879,1704.306,1.018,339,,,
USA,4/19/2021,31793519,67148,567887,95500.389,201.697,1705.801,1.496,498,,,
USA,4/20/2021,31854271,60752,568730,95682.874,182.485,1708.334,2.532,843,,,
USA,4/21/2021,31918063,63792,569590,95874.49,191.616,1710.917,2.583,860,,,
USA,4/22/2021,31984543,66480,570558,96074.181,199.691,1713.824,2.908,968,,,
USA,4/23/2021,32047626,63083,571336,96263.668,189.487,1716.161,2.337,778,,,
USA,4/24/2021,32101263,53637,572087,96424.781,161.113,1718.417,2.256,751,,,
USA,4/25/2021,32134243,32980,572380,96523.845,99.064,1719.297,0.88,293,,,
USA,4/26/2021,32180714,46471,572870,96663.433,139.588,1720.769,1.472,490,,,
USA,4/27/2021,32231164,50450,573524,96814.973,151.54,1722.734,1.964,654,,,
USA,4/28/2021,32286420,55256,574492,96980.95,165.976,1725.641,2.908,968,,,
USA,4/29/2021,32344919,58499,575369,97156.667,175.717,1728.276,2.634,877,,,
USA,4/30/2021,32403009,58090,576119,97331.156,174.489,1730.528,2.253,750,,,
USA,5/1/2021,32449242,46233,576835,97470.029,138.873,1732.679,2.151,716,,,
USA,5/2/2021,32478988,29746,577175,97559.379,89.35,1733.7,1.021,340,,,
USA,5/3/2021,32528524,49536,577675,97708.174,148.795,1735.202,1.502,500,,,
USA,5/4/2021,32568609,40085,578551,97828.58,120.406,1737.834,2.631,876,,,
USA,5/5/2021,32613835,45226,579346,97964.429,135.848,1740.222,2.388,795,,,
USA,5/6/2021,32661613,47778,580144,98107.943,143.514,1742.619,2.397,798,,,
USA,5/7/2021,32709226,47613,580903,98250.961,143.018,1744.898,2.28,759,,,
USA,5/8/2021,32743468,34242,581534,98353.816,102.855,1746.794,1.895,631,,,
USA,5/9/2021,32765338,21870,581783,98419.509,65.692,1747.542,0.748,249,,,
USA,5/10/2021,32801148,35810,582195,98527.074,107.565,1748.779,1.238,412,,,
USA,5/11/2021,32834742,33594,582883,98627.982,100.909,1750.846,2.067,688,,,
USA,5/12/2021,32870655,35913,583652,98735.857,107.874,1753.156,2.31,769,,,
USA,5/13/2021,32909594,38939,584419,98852.82,116.964,1755.46,2.304,767,,,
USA,5/14/2021,32951204,41610,585076,98977.807,124.987,1757.433,1.973,657,,,
USA,5/15/2021,32980549,29345,585576,99065.953,88.146,1758.935,1.502,500,,,
USA,5/16/2021,32997775,17226,585853,99117.696,51.743,1759.767,0.832,277,,,
USA,5/17/2021,33026147,28372,586249,99202.919,85.223,1760.957,1.189,396,,,
USA,5/18/2021,33053568,27421,587020,99285.285,82.366,1763.273,2.316,771,,,
USA,5/19/2021,33082846,29278,587697,99373.229,87.944,1765.306,2.034,677,,,
USA,5/20/2021,33113019,30173,588375,99463.862,90.633,1767.343,2.037,678,,,
USA,5/21/2021,33141186,28167,588991,99548.469,84.607,1769.193,1.85,616,,,
USA,5/22/2021,33161623,20437,589489,99609.857,61.388,1770.689,1.496,498,,,
USA,5/23/2021,33174939,13316,589687,99649.855,39.998,1771.284,0.595,198,,,
USA,5/24/2021,33199936,24997,590133,99724.941,75.085,1772.623,1.34,446,,,
USA,5/25/2021,33222570,22634,590768,99792.928,67.987,1774.531,1.907,635,,,
USA,5/26/2021,33246937,24367,591747,99866.121,73.193,1777.471,2.941,979,,,
USA,5/27/2021,33274280,27343,593109,99948.253,82.132,1781.562,4.091,1362,,,
USA,5/28/2021,33296016,21736,593672,100013.543,65.29,1783.254,1.691,563,,,
USA,5/29/2021,33308485,12469,594005,100050.997,37.454,1784.254,1,333,,,
USA,5/30/2021,33315411,6926,594140,100071.801,20.804,1784.659,0.406,135,,,
USA,5/31/2021,33321318,5907,594293,100089.544,17.743,1785.119,0.46,153,,,
USA,6/1/2021,33343437,22119,594944,100155.985,66.44,1787.074,1.955,651,,,
USA,6/2/2021,33360362,16925,595503,100206.823,50.839,1788.753,1.679,559,,,
USA,6/3/2021,33379553,19191,596122,100264.469,57.645,1790.613,1.859,619,,,
USA,6/4/2021,33396464,16911,596649,100315.265,50.797,1792.196,1.583,527,,,
USA,6/5/2021,33410799,14335,597034,100358.324,43.059,1793.352,1.156,385,,,
USA,6/6/2021,33416473,5674,597206,100375.368,17.043,1793.869,0.517,172,,,
USA,6/7/2021,33431582,15109,597524,100420.752,45.384,1794.824,0.955,318,,,
USA,6/8/2021,33444414,12832,597866,100459.296,38.544,1795.851,1.027,342,,,
USA,6/9/2021,33463318,18904,598317,100516.079,56.783,1797.206,1.355,451,,,
USA,6/10/2021,33477742,14424,598750,100559.406,43.326,1798.507,1.301,433,,,
USA,6/11/2021,33502472,24730,599401,100633.689,74.283,1800.462,1.955,651,,,
USA,6/12/2021,33511160,8688,599695,100659.786,26.097,1801.345,0.883,294,,,
USA,6/13/2021,33516317,5157,599809,100675.276,15.49,1801.688,0.342,114,,,
USA,6/14/2021,33528681,12364,599990,100712.415,37.139,1802.231,0.544,181,,,
USA,6/15/2021,33539511,10830,600311,100744.946,32.531,1803.196,0.964,321,,,
USA,6/16/2021,33552066,12555,600688,100782.658,37.712,1804.328,1.132,377,,,
USA,6/17/2021,33562687,10621,600974,100814.561,31.903,1805.187,0.859,286,,,
USA,6/18/2021,33583888,21201,601574,100878.244,63.683,1806.989,1.802,600,,,
USA,6/19/2021,33592377,8489,601747,100903.743,25.499,1807.509,0.52,173,,,
USA,6/20/2021,33596833,4456,601836,100917.128,13.385,1807.776,0.267,89,,,
USA,6/21/2021,33608506,11673,602114,100952.191,35.063,1808.611,0.835,278,,,
USA,6/22/2021,33619231,10725,602442,100984.406,32.215,1809.597,0.985,328,,,
USA,6/23/2021,33632232,13001,602823,101023.458,39.052,1810.741,1.144,381,,,
USA,6/24/2021,33646009,13777,603168,101064.841,41.383,1811.777,1.036,345,,,
USA,6/25/2021,33670274,24265,603667,101137.727,72.886,1813.276,1.499,499,,,
USA,6/26/2021,33678918,8644,603818,101163.692,25.965,1813.73,0.454,151,,,
USA,6/27/2021,33683169,4251,603896,101176.461,12.769,1813.964,0.234,78,,,
USA,6/28/2021,33697745,14576,604051,101220.244,43.783,1814.43,0.466,155,,,
USA,6/29/2021,33704435,6690,604369,101240.339,20.095,1815.385,0.955,318,,,
USA,6/30/2021,33720689,16254,604620,101289.162,48.823,1816.139,0.754,251,,,
USA,7/1/2021,33735128,14439,604930,101332.534,43.371,1817.07,0.931,310,,,
USA,7/2/2021,33764550,29422,605406,101420.911,88.377,1818.5,1.43,476,,,
USA,7/3/2021,33769176,4626,605488,101434.806,13.895,1818.746,0.246,82,,,
USA,7/4/2021,33772933,3757,605525,101446.091,11.285,1818.857,0.111,37,,,
USA,7/5/2021,33781561,8628,605576,101472.008,25.917,1819.01,0.153,51,,,
USA,7/6/2021,33804602,23041,605917,101541.218,69.21,1820.035,1.024,341,,,
USA,7/7/2021,33827555,22953,606212,101610.163,68.946,1820.921,0.886,295,,,
USA,7/8/2021,33846677,19122,606472,101667.601,57.438,1821.702,0.781,260,,,
USA,7/9/2021,33894307,47630,606979,101810.671,143.07,1823.225,1.523,507,,,
USA,7/10/2021,33902606,8299,607119,101835.599,24.928,1823.645,0.421,140,,,
USA,7/11/2021,33913402,10796,607150,101868.028,32.429,1823.738,0.093,31,,,
USA,7/12/2021,33947050,33648,607396,101969.099,101.071,1824.477,0.739,246,,,
USA,7/13/2021,33973284,26234,607754,102047.899,78.801,1825.553,1.075,358,,,
USA,7/14/2021,34006026,32742,608089,102146.249,98.349,1826.559,1.006,335,,,
USA,7/15/2021,34036009,29983,608375,102236.311,90.062,1827.418,0.859,286,,,
USA,7/16/2021,34113900,77891,608771,102470.277,233.967,1828.607,1.189,396,,,
USA,7/17/2021,34125618,11718,608845,102505.476,35.198,1828.83,0.222,74,,,
USA,7/18/2021,34144863,19245,608986,102563.283,57.808,1829.253,0.424,141,,,
USA,7/19/2021,34195943,51080,609204,102716.716,153.433,1829.908,0.655,218,,,
USA,7/20/2021,34237704,41761,609499,102842.156,125.44,1830.794,0.886,295,,,
USA,7/21/2021,34288095,50391,609839,102993.519,151.363,1831.816,1.021,340,,,
USA,7/22/2021,34342829,54734,610171,103157.927,164.408,1832.813,0.997,332,,,
USA,7/23/2021,34463216,120387,610702,103519.542,361.615,1834.408,1.595,531,,,
USA,7/24/2021,34488230,25014,610823,103594.678,75.136,1834.771,0.363,121,,,
USA,7/25/2021,34512344,24114,610870,103667.111,72.433,1834.912,0.141,47,,,
USA,7/26/2021,34599299,86955,611148,103928.304,261.193,1835.747,0.835,278,,,
USA,7/27/2021,34667713,68414,611592,104133.804,205.5,1837.081,1.334,444,,,
USA,7/28/2021,34736801,69088,611983,104341.328,207.524,1838.256,1.174,391,,,
USA,7/29/2021,34816325,79524,612310,104580.2,238.872,1839.238,0.982,327,,,
USA,7/30/2021,35005461,189136,613206,105148.321,568.121,1841.929,2.691,896,,,
USA,7/31/2021,35037755,32294,613361,105245.325,97.004,1842.395,0.466,155,,,
USA,8/1/2021,35079208,41453,613439,105369.84,124.515,1842.629,0.234,78,,,
USA,8/2/2021,35199930,120722,613900,105732.461,362.621,1844.014,1.385,461,,,
USA,8/3/2021,35302681,102751,614491,106041.101,308.64,1845.789,1.775,591,,,
USA,8/4/2021,35399526,96845,614989,106332.001,290.9,1847.285,1.496,498,,,
USA,8/5/2021,35510190,110664,615533,106664.41,332.409,1848.919,1.634,544,,,
USA,8/6/2021,35765271,255081,616690,107430.615,766.204,1852.394,3.475,1157,,,
USA,8/7/2021,35814019,48748,616922,107577.042,146.428,1853.091,0.697,232,,,
USA,8/8/2021,35840582,26563,617050,107656.831,79.789,1853.476,0.384,128,,,
USA,8/9/2021,36021800,181218,617560,108201.168,544.337,1855.008,1.532,510,,,
USA,8/10/2021,36142769,120969,618842,108564.531,363.363,1858.858,3.851,1282,,,
USA,8/11/2021,36298808,156039,619201,109033.237,468.705,1859.937,1.078,359,,,
USA,8/12/2021,36440784,141976,620193,109459.7,426.463,1862.917,2.98,992,,,
USA,8/13/2021,36670536,229752,621267,110149.822,690.122,1866.143,3.226,1074,,,
USA,8/14/2021,36719435,48899,621522,110296.703,146.881,1866.909,0.766,255,,,
USA,8/15/2021,36761162,41727,621705,110422.041,125.338,1867.458,0.55,183,,,
USA,8/16/2021,36981227,220065,622776,111083.066,661.024,1870.675,3.217,1071,,,
USA,8/17/2021,37133358,152131,623776,111540.032,456.966,1873.679,3.004,1000,,,
USA,8/18/2021,37291996,158638,624958,112016.544,476.512,1877.23,3.55,1182,,,
USA,8/19/2021,37449067,157071,626693,112488.349,471.805,1882.441,5.212,1735,,,
USA,8/20/2021,37694690,245623,628186,113226.144,737.795,1886.926,4.485,1493,,,
USA,8/21/2021,37760624,65934,628712,113424.194,198.051,1888.506,1.58,526,,,
USA,8/22/2021,37796595,35971,628908,113532.243,108.049,1889.094,0.589,196,,,
USA,8/23/2021,38034614,238019,630301,114247.197,714.954,1893.279,4.184,1393,,,
USA,8/24/2021,38191306,156692,631718,114717.863,470.667,1897.535,4.256,1417,,,
USA,8/25/2021,38361002,169696,633219,115227.591,509.728,1902.044,4.509,1501,,,
USA,8/26/2021,38545443,184441,635444,115781.609,554.018,1908.727,6.683,2225,,,
USA,8/27/2021,38788454,243011,637180,116511.558,729.949,1913.942,5.215,1736,,,
USA,8/28/2021,38849067,60613,637749,116693.626,182.067,1915.651,1.709,569,,,
USA,8/29/2021,38891187,42120,638064,116820.144,126.519,1916.597,0.946,315,,,
USA,8/30/2021,39151147,259960,639849,117601.004,780.86,1921.959,5.362,1785,,,
USA,8/31/2021,39321999,170852,641224,118114.204,513.2,1926.089,4.13,1375,,,
USA,9/1/2021,39523951,201952,643258,118720.821,606.617,1932.198,6.11,2034,,,
USA,9/2/2021,39699776,175825,646234,119248.959,528.138,1941.138,8.939,2976,,,
USA,9/3/2021,39934624,234848,648179,119954.388,705.429,1946.98,5.842,1945,,,
USA,9/4/2021,39999068,64444,648756,120147.963,193.575,1948.713,1.733,577,,,
USA,9/5/2021,40039356,40288,649162,120268.979,121.016,1949.933,1.22,406,,,
USA,9/6/2021,40114538,75182,649730,120494.808,225.829,1951.639,1.706,568,,,
USA,9/7/2021,40391566,277028,651871,121326.936,832.128,1958.07,6.431,2141,,,
USA,9/8/2021,40573789,182223,654072,121874.292,547.356,1964.681,6.611,2201,,,
USA,9/9/2021,40733593,159804,657344,122354.306,480.014,1974.51,9.828,3272,,,
USA,9/10/2021,40961390,227797,659713,123038.556,684.25,1981.626,7.116,2369,,,
USA,9/11/2021,41025645,64255,660470,123231.563,193.007,1983.899,2.274,757,,,
USA,9/12/2021,41061504,35859,660793,123339.275,107.712,1984.87,0.97,323,,,
USA,9/13/2021,41322259,260755,663001,124122.523,783.248,1991.502,6.632,2208,,,
USA,9/14/2021,41467287,145028,664801,124558.154,435.631,1996.909,5.407,1800,,,
USA,9/15/2021,41638554,171267,667531,125072.6,514.447,2005.109,8.2,2730,,,
USA,9/16/2021,41793484,154930,670989,125537.974,465.374,2015.496,10.387,3458,,,
USA,9/17/2021,42001556,208072,673386,126162.975,625,2022.696,7.2,2397,,,
USA,9/18/2021,42058315,56759,674246,126333.465,170.491,2025.279,2.583,860,,,
USA,9/19/2021,42094648,36333,674588,126442.601,109.136,2026.307,1.027,342,,,
USA,9/20/2021,42296425,201777,676920,127048.693,606.092,2033.311,7.005,2332,,,
USA,9/21/2021,42417661,121236,679157,127412.858,364.165,2040.031,6.719,2237,,,
USA,9/22/2021,42550081,132420,681956,127810.617,397.759,2048.438,8.408,2799,,,
USA,9/23/2021,42675919,125838,685141,128188.605,377.988,2058.005,9.567,3185,,,
USA,9/24/2021,42853371,177452,687675,128721.63,533.025,2065.617,7.612,2534,,,
USA,9/25/2021,42900903,47532,688356,128864.405,142.775,2067.662,2.046,681,,,
USA,9/26/2021,42931861,30958,688667,128957.396,92.991,2068.597,0.934,311,,,
USA,9/27/2021,43116877,185016,691077,129513.141,555.745,2075.836,7.239,2410,,,
USA,9/28/2021,43226482,109605,693126,129842.369,329.228,2081.99,6.155,2049,,,
USA,9/29/2021,43349749,123267,695666,130212.635,370.266,2089.62,7.63,2540,,,
USA,9/30/2021,43460343,110594,698395,130544.834,332.199,2097.817,8.197,2729,,,
USA,10/1/2021,43618627,158284,700501,131020.282,475.449,2104.143,6.326,2106,,,
USA,10/2/2021,43657833,39206,701149,131138.048,117.766,2106.09,1.946,648,,,
USA,10/3/2021,43683048,25215,701386,131213.788,75.74,2106.802,0.712,237,,,
USA,10/4/2021,43852255,169207,703495,131722.047,508.259,2113.137,6.335,2109,,,
USA,10/5/2021,43947324,95069,705225,132007.612,285.565,2118.333,5.197,1730,,,
